Protein family,Layer,Correlation,P value
PF20171,0,0.16567443500907753,2.775215925111792e-104
PF20171,1,0.16406200686725023,2.837568608570051e-102
PF20171,2,0.2002431982186187,2.105828733786784e-152
PF20171,3,0.1599506382379682,3.046274159731964e-97
PF20171,4,0.11568529988781602,1.9231254374836606e-51
PF20171,5,0.08020804655888213,1.575750010234993e-25
PF20171,6,0.07253812133768044,3.667884461302561e-21
PF20171,7,0.07681275852496168,1.5286624266549263e-23
PF20171,8,0.07113890338750771,2.0615239763660788e-20
PF20171,9,0.07254101136380423,3.654702910227286e-21
PF20171,10,0.07186213289043925,8.481010567557378e-21
PF20171,11,0.07089608394436288,2.772258138779267e-20
