Protein family,Layer,Correlation,P value
PF14317,0,0.19933941413558967,2.6518657224103798e-177
PF14317,1,0.10561310918501839,2.0317425673911536e-50
PF14317,2,0.07837175816279089,1.8188352516700334e-28
PF14317,3,0.06914099894056935,1.672400613570201e-22
PF14317,4,0.03814354444661388,7.45440868426665e-08
PF14317,5,0.015109825819887525,0.0331325748966138
PF14317,6,0.02340809139805133,0.0009641453111459157
PF14317,7,0.030261440329014403,1.9761192938346654e-05
PF14317,8,0.028358356327150766,6.358890694507506e-05
PF14317,9,0.023786540097017594,0.000796046486095604
PF14317,10,0.01201573141938079,0.09023245989018756
PF14317,11,0.03230534542202398,5.214776383081217e-06
