Protein family,Layer,Correlation,P value
PF03463,0,0.06969760580285224,5.608502272942481e-64
PF03463,1,0.0738997384353617,1.0242772211146321e-71
PF03463,2,0.11911107754673887,5.417865175040618e-184
PF03463,3,0.10454484043579285,5.56725625321946e-142
PF03463,4,0.06027426167153849,2.8360277474499475e-48
PF03463,5,0.030650634946617388,1.1797380481254768e-13
PF03463,6,0.03226367878379914,5.7334912923605114e-15
PF03463,7,0.032534805078768526,3.398189529127692e-15
PF03463,8,0.020058064854414154,1.2072960020099746e-06
PF03463,9,0.005243660020418535,0.2044598383928688
PF03463,10,0.005175425495756426,0.21041153649343503
PF03463,11,0.004644264598405441,0.2610579528745042
