Protein family,Layer,Correlation,P value
PF04972,0,0.2321207718728601,2.3973109640244558e-231
PF04972,1,0.17453895351080465,3.939010661407671e-130
PF04972,2,0.14734521006524978,6.796625066065317e-93
PF04972,3,0.1763802090953454,6.827734483002014e-133
PF04972,4,0.18680949308068695,4.097797603694802e-149
PF04972,5,0.14127557564869167,1.7711124413410337e-85
PF04972,6,0.10052805969919962,5.727653083829007e-44
PF04972,7,0.0870250800236199,2.4270147051951542e-33
PF04972,8,0.05899830124731256,3.689871355491444e-16
PF04972,9,0.042427803467756445,4.704814231322567e-09
PF04972,10,0.036423810400231973,4.960764724707733e-07
PF04972,11,0.07775878063041326,6.1699860357500865e-27
