Protein family,Layer,Head,Correlation,P-value
PF10576,0,0,0.0870616129862855,3.0923847595753976e-256
PF10576,0,1,-0.14415919721240844,0.0
PF10576,0,2,-0.1934984388467011,0.0
PF10576,0,3,-9.954459147793935e-05,0.9688735162027953
PF10576,0,4,0.19668256122019617,0.0
PF10576,0,5,-0.24491042685509795,0.0
PF10576,0,6,-0.026684885115630975,1.2875738731581805e-25
PF10576,0,7,-0.11158761947673164,0.0
PF10576,0,8,-0.14504298088792958,0.0
PF10576,0,9,-0.27256589573778767,0.0
PF10576,0,10,0.143111292474555,0.0
PF10576,0,11,-0.08687909886119034,3.6188927226677604e-255
PF10576,1,0,-0.04556320119246679,2.0232155006076565e-71
PF10576,1,1,0.04323331203860171,1.7601822661629325e-64
PF10576,1,2,-0.18686550099890967,0.0
PF10576,1,3,-0.01084651161628198,2.119427114495442e-05
PF10576,1,4,-0.07905009893853948,1.7648276293402826e-211
PF10576,1,5,-0.10100665826485916,0.0
PF10576,1,6,-0.11942803385097168,0.0
PF10576,1,7,-0.1699271525298822,0.0
PF10576,1,8,-0.10968606225093895,0.0
PF10576,1,9,-0.09164006521232673,8.868946418482763e-284
PF10576,1,10,0.15763365156152978,0.0
PF10576,1,11,-0.09212109676210403,9.353884181951466e-287
PF10576,2,0,-0.0710979891110217,2.287886810689141e-171
PF10576,2,1,-0.06955575237859357,4.3953211588063736e-164
PF10576,2,2,-0.2408004163782118,0.0
PF10576,2,3,-0.14709603627185416,0.0
PF10576,2,4,-0.18201981472392678,0.0
PF10576,2,5,0.029491819177746605,6.329455082833236e-31
PF10576,2,6,-0.1303840019305912,0.0
PF10576,2,7,-0.16282033106384244,0.0
PF10576,2,8,-0.19428630727143364,0.0
PF10576,2,9,-0.09739122751282629,0.0
PF10576,2,10,-0.13084683735885846,0.0
PF10576,2,11,-0.3013796366535404,0.0
PF10576,3,0,-0.16147968663774379,0.0
PF10576,3,1,-0.19646485675472752,0.0
PF10576,3,2,-0.21376350585944287,0.0
PF10576,3,3,-0.05809760432806987,5.339871632159444e-115
PF10576,3,4,-0.17594636122630816,0.0
PF10576,3,5,-0.1936907149322726,0.0
PF10576,3,6,-0.10794348984162905,0.0
PF10576,3,7,-0.2538159027568064,0.0
PF10576,3,8,-0.13487443700141694,0.0
PF10576,3,9,-0.2462346928703091,0.0
PF10576,3,10,-0.2287774471648459,0.0
PF10576,3,11,-0.16369107098966418,0.0
PF10576,4,0,-0.19638925337846286,0.0
PF10576,4,1,-0.061769559124582915,9.151960849397512e-130
PF10576,4,2,-0.1942523717708938,0.0
PF10576,4,3,-0.22062812149198419,0.0
PF10576,4,4,-0.26170795724617096,0.0
PF10576,4,5,-0.18191179722831732,0.0
PF10576,4,6,-0.2022288584431617,0.0
PF10576,4,7,-0.08319764368239062,4.186523851280931e-234
PF10576,4,8,-0.2893578570129284,0.0
PF10576,4,9,-0.2331824802886312,0.0
PF10576,4,10,-0.2198509870711737,0.0
PF10576,4,11,-0.18569725556175265,0.0
PF10576,5,0,-0.004630697836025072,0.0694887990736799
PF10576,5,1,-0.04568744096834824,8.429352716689824e-72
PF10576,5,2,-0.17219881445769125,0.0
PF10576,5,3,-0.13639333267822557,0.0
PF10576,5,4,-0.14922089283349368,0.0
PF10576,5,5,-0.12983309494049797,0.0
PF10576,5,6,-0.2349401980508143,0.0
PF10576,5,7,-0.19359601111662847,0.0
PF10576,5,8,-0.1797624328198933,0.0
PF10576,5,9,-0.25963515103809676,0.0
PF10576,5,10,-0.09821431160672386,0.0
PF10576,5,11,-0.052192597471898625,3.72631386146353e-93
PF10576,6,0,-0.23288540906641422,0.0
PF10576,6,1,-0.16245202328057884,0.0
PF10576,6,2,-0.23011044312856185,0.0
PF10576,6,3,-0.05461969325788824,7.526910561858888e-102
PF10576,6,4,-0.22275165080096013,0.0
PF10576,6,5,-0.17905955337069016,0.0
PF10576,6,6,-0.27616607475528,0.0
PF10576,6,7,-0.1919934058121464,0.0
PF10576,6,8,-0.21957703242005105,0.0
PF10576,6,9,-0.22276652044649525,0.0
PF10576,6,10,-0.11615547043214339,0.0
PF10576,6,11,0.0024634555204873405,0.33421024991656145
PF10576,7,0,-0.17197682301373146,0.0
PF10576,7,1,-0.21481850437697667,0.0
PF10576,7,2,-0.25573757425170085,0.0
PF10576,7,3,-0.22216768829709457,0.0
PF10576,7,4,-0.20695170689044162,0.0
PF10576,7,5,-0.16184309498253271,0.0
PF10576,7,6,-0.22732870858388096,0.0
PF10576,7,7,-0.1865263581725268,0.0
PF10576,7,8,-0.19202156325659595,0.0
PF10576,7,9,-0.18734254645661452,0.0
PF10576,7,10,-0.23666550993095065,0.0
PF10576,7,11,-0.050306972317877834,1.1304661870179186e-86
PF10576,8,0,-0.2360122750028481,0.0
PF10576,8,1,-0.21424757854694867,0.0
PF10576,8,2,-0.037505297388944175,5.801537711696674e-49
PF10576,8,3,-0.20330012600774766,0.0
PF10576,8,4,-0.2202226052413961,0.0
PF10576,8,5,-0.17800155683192698,0.0
PF10576,8,6,-0.20364748847801462,0.0
PF10576,8,7,-0.20803122094385584,0.0
PF10576,8,8,-0.07325263268089235,8.205671455000364e-182
PF10576,8,9,-0.11127183784859351,0.0
PF10576,8,10,-0.2174008912646413,0.0
PF10576,8,11,-0.18154371877462555,0.0
PF10576,9,0,-0.21552298563313496,0.0
PF10576,9,1,-0.162622594248254,0.0
PF10576,9,2,-0.20525286962265996,0.0
